OPR_DT,day_of_month,Month,Day_of_week,OPR_HR,Fuel,Solar,Load,Import,Price,Node
12/16/2018,16,12,1,1,4.94,0,20340.08,5977.6,40.41395,TH_ZP26
12/16/2018,16,12,1,2,4.94,0,19405.81,5904.2,38.36454,TH_ZP26
12/16/2018,16,12,1,3,4.94,0,18928.03,5876,37.98479,TH_ZP26
12/16/2018,16,12,1,4,4.94,0,18697.44,5952,40.48383,TH_ZP26
12/16/2018,16,12,1,5,4.94,0,18754,5925.92,40.55726,TH_ZP26
12/16/2018,16,12,1,6,4.94,0,19244.99,5918.32,40.54325,TH_ZP26
12/16/2018,16,12,1,7,4.94,0.1,20187.89,5908.8,41.06316,TH_ZP26
12/16/2018,16,12,1,8,4.94,124.74,20363.43,5548.4,40.93424,TH_ZP26
12/16/2018,16,12,1,9,4.94,533.03,20739.27,5297,35.5506,TH_ZP26
12/16/2018,16,12,1,10,4.94,818.47,20823.01,4883,33.6865,TH_ZP26
12/16/2018,16,12,1,11,4.94,877.08,20703.39,4712,32.112,TH_ZP26
12/16/2018,16,12,1,12,4.94,906.41,20501.9,4574,31.8442,TH_ZP26
12/16/2018,16,12,1,13,4.94,901.63,20553.67,4372,31.9841,TH_ZP26
12/16/2018,16,12,1,14,4.94,806.49,20831.1,4607,33.3,TH_ZP26
12/16/2018,16,12,1,15,4.94,622.49,21261.39,4833.2,35.65054,TH_ZP26
12/16/2018,16,12,1,16,4.94,283.2,22095.47,5602.6,44.23073,TH_ZP26
12/16/2018,16,12,1,17,4.94,39.67,23810.36,6337,58.95676,TH_ZP26
12/16/2018,16,12,1,18,4.94,0,26498.45,7377,68.81284,TH_ZP26
12/16/2018,16,12,1,19,4.94,0,26544.11,7319,69.14525,TH_ZP26
12/16/2018,16,12,1,20,4.94,0,26262.92,8406,55.11267,TH_ZP26
12/16/2018,16,12,1,21,4.94,0,25552.52,7751,51.6278,TH_ZP26
12/16/2018,16,12,1,22,4.94,0,24335.54,7127,49.10229,TH_ZP26
12/16/2018,16,12,1,23,4.94,0,22623.43,6286,44.44309,TH_ZP26
12/16/2018,16,12,1,24,4.94,0,20965.89,5716.6,40.44076,TH_ZP26
12/17/2018,17,12,2,1,4.94,0,20245.65,5805.2,37.58046,TH_ZP26
12/17/2018,17,12,2,2,4.94,0,19511.47,5710,37.32839,TH_ZP26
12/17/2018,17,12,2,3,4.94,0,19152.05,5702,36.90092,TH_ZP26
12/17/2018,17,12,2,4,4.94,0,19122.57,5690.62,36.88172,TH_ZP26
12/17/2018,17,12,2,5,4.94,0,19781.78,5830.4,38.17029,TH_ZP26
12/17/2018,17,12,2,6,4.94,0,21493.75,5786.8,43.8059,TH_ZP26
12/17/2018,17,12,2,7,4.94,0.18,24195.37,7771,49.25949,TH_ZP26
12/17/2018,17,12,2,8,4.94,63.65,25223.29,7534,56.85867,TH_ZP26
12/17/2018,17,12,2,9,4.94,313.65,25670.34,7363.87,48.51778,TH_ZP26
12/17/2018,17,12,2,10,4.94,544.48,25499.08,6583,45.61813,TH_ZP26
12/17/2018,17,12,2,11,4.94,654.53,25281.48,6145.6,40.40425,TH_ZP26
12/17/2018,17,12,2,12,4.94,783.09,25037.04,5687.2,36.86415,TH_ZP26
12/17/2018,17,12,2,13,4.94,811.15,24823.11,5389,34.3202,TH_ZP26
12/17/2018,17,12,2,14,4.94,757.39,24916.62,5380,34.28003,TH_ZP26
12/17/2018,17,12,2,15,4.94,640.16,25037.19,5378.2,34.48266,TH_ZP26
12/17/2018,17,12,2,16,4.94,333.05,25731.47,6477.6,44.34,TH_ZP26
12/17/2018,17,12,2,17,4.94,41.45,27147.28,7680,59.04731,TH_ZP26
12/17/2018,17,12,2,18,4.94,0,29334.93,8528,71.33825,TH_ZP26
12/17/2018,17,12,2,19,4.94,0,29485.04,8352,71.02512,TH_ZP26
12/17/2018,17,12,2,20,4.94,0,29067.44,8474.6,61.97459,TH_ZP26
12/17/2018,17,12,2,21,4.94,0,28480.08,8698,54.63249,TH_ZP26
12/17/2018,17,12,2,22,4.94,0,26838.13,7867,49.97078,TH_ZP26
12/17/2018,17,12,2,23,4.94,0,24356.33,6884,44.42083,TH_ZP26
12/17/2018,17,12,2,24,4.94,0,22492.54,6317.6,37.53226,TH_ZP26
12/18/2018,18,12,3,1,4.95,0,21341.4,7322.2,36.29006,TH_ZP26
12/18/2018,18,12,3,2,4.95,0,20454.91,7169,35.54962,TH_ZP26
12/18/2018,18,12,3,3,4.95,0,19987.94,6888,35.10607,TH_ZP26
12/18/2018,18,12,3,4,4.95,0,19961.53,6946.33,35.22902,TH_ZP26
12/18/2018,18,12,3,5,4.95,0,20643.4,7423.88,36.88875,TH_ZP26
12/18/2018,18,12,3,6,4.95,0,22300.96,8024.6,40.74284,TH_ZP26
12/18/2018,18,12,3,7,4.95,0.05,25079.71,9843,47.66348,TH_ZP26
12/18/2018,18,12,3,8,4.95,90.46,26182.27,8631,55.988,TH_ZP26
12/18/2018,18,12,3,9,4.95,466.28,26221.74,7443.6,41.3689,TH_ZP26
12/18/2018,18,12,3,10,4.95,767.33,25828.36,7085.2,37.8967,TH_ZP26
12/18/2018,18,12,3,11,4.95,896.94,25473.73,6966,36.45402,TH_ZP26
12/18/2018,18,12,3,12,4.95,913.66,25094.18,6723,34.79286,TH_ZP26
12/18/2018,18,12,3,13,4.95,930.7,24830.13,6573,30.68544,TH_ZP26
12/18/2018,18,12,3,14,4.95,904.27,24960.31,6734,31.28826,TH_ZP26
12/18/2018,18,12,3,15,4.95,784.42,25185.14,6728.2,33.54413,TH_ZP26
12/18/2018,18,12,3,16,4.95,443.5,25870.4,7382.6,42.26674,TH_ZP26
12/18/2018,18,12,3,17,4.95,57.96,27063.27,8803,49.11,TH_ZP26
12/18/2018,18,12,3,18,4.95,0,29324.33,9633,67.09387,TH_ZP26
12/18/2018,18,12,3,19,4.95,0,29462.32,9543,55.28,TH_ZP26
12/18/2018,18,12,3,20,4.95,0,29046.83,9890.15,57.19266,TH_ZP26
12/18/2018,18,12,3,21,4.95,0,28231.38,9551,48.8632,TH_ZP26
12/18/2018,18,12,3,22,4.95,0,26753.29,9333,47.11834,TH_ZP26
12/18/2018,18,12,3,23,4.95,0,24506.17,9040,42.59003,TH_ZP26
12/18/2018,18,12,3,24,4.95,0,22670.81,8664.6,40.12627,TH_ZP26
12/19/2018,19,12,4,1,4.95,0,21338.27,7184.2,39.71713,TH_ZP26
12/19/2018,19,12,4,2,4.95,0,20497.01,6826,38.1394,TH_ZP26
12/19/2018,19,12,4,3,4.95,0,20001.66,6781,37.3495,TH_ZP26
12/19/2018,19,12,4,4,4.95,0,19958.24,6755,37.99888,TH_ZP26
12/19/2018,19,12,4,5,4.95,0,20660.69,7000.4,39.92179,TH_ZP26
12/19/2018,19,12,4,6,4.95,0,22150.74,7466.8,43.20087,TH_ZP26
12/19/2018,19,12,4,7,4.95,0.14,24587.96,9348,48.63864,TH_ZP26
12/19/2018,19,12,4,8,4.95,134.6,25900.99,8459,55.17701,TH_ZP26
12/19/2018,19,12,4,9,4.95,644.27,25901.38,7399.6,42.04495,TH_ZP26
12/19/2018,19,12,4,10,4.95,996.89,25505.59,6869.2,38.78674,TH_ZP26
12/19/2018,19,12,4,11,4.95,1110.33,25099.69,6794,37.19136,TH_ZP26
12/19/2018,19,12,4,12,4.95,1166.66,24801.06,6663,35.98481,TH_ZP26
12/19/2018,19,12,4,13,4.95,1171.16,24699.55,6448,34.84316,TH_ZP26
12/19/2018,19,12,4,14,4.95,1142.85,24881.01,6614,36.17951,TH_ZP26
12/19/2018,19,12,4,15,4.95,1025.68,25245.34,6797.4,37.011,TH_ZP26
12/19/2018,19,12,4,16,4.95,568.88,25883.22,7623.8,45.6547,TH_ZP26
12/19/2018,19,12,4,17,4.95,69.32,27039,9149,61.68709,TH_ZP26
12/19/2018,19,12,4,18,4.95,0,29329.83,9252,61.55547,TH_ZP26
12/19/2018,19,12,4,19,4.95,0,29411.23,9287.89,60.20626,TH_ZP26
12/19/2018,19,12,4,20,4.95,0,28940.65,9680.6,67.04488,TH_ZP26
12/19/2018,19,12,4,21,4.95,0,28128.09,9647.72,61.71233,TH_ZP26
12/19/2018,19,12,4,22,4.95,0,26912.07,9280.6,53.89165,TH_ZP26
12/19/2018,19,12,4,23,4.95,0,24398.87,8424,45.10924,TH_ZP26
12/19/2018,19,12,4,24,4.95,0,22563.84,6951,41.86006,TH_ZP26
12/20/2018,20,12,5,1,4.84,0,21413.81,6048.8,39.84639,TH_ZP26
12/20/2018,20,12,5,2,4.84,0,20555.69,5765.4,39.41469,TH_ZP26
12/20/2018,20,12,5,3,4.84,0,20080.28,5594,38.1684,TH_ZP26
12/20/2018,20,12,5,4,4.84,0,20073.59,5603,38.37939,TH_ZP26
12/20/2018,20,12,5,5,4.84,0,20723.67,5759.4,38.7556,TH_ZP26
12/20/2018,20,12,5,6,4.84,0,22319.69,6486.8,44.25,TH_ZP26
12/20/2018,20,12,5,7,4.84,0,24722.05,8399,47.95,TH_ZP26
12/20/2018,20,12,5,8,4.84,83.21,25801.64,8610.75,49.9,TH_ZP26
12/20/2018,20,12,5,9,4.84,405.78,25712.4,6949.37,43.83674,TH_ZP26
12/20/2018,20,12,5,10,4.84,766.23,25405.71,6296.2,36.12944,TH_ZP26
12/20/2018,20,12,5,11,4.84,938.19,25120.83,6217,35.33598,TH_ZP26
12/20/2018,20,12,5,12,4.84,979.74,24882.9,6019,35.03597,TH_ZP26
12/20/2018,20,12,5,13,4.84,980.22,24838.82,5955,33.08428,TH_ZP26
12/20/2018,20,12,5,14,4.84,908.26,25102.4,6207,35.21777,TH_ZP26
12/20/2018,20,12,5,15,4.84,717.97,25310.55,6501,37.2906,TH_ZP26
12/20/2018,20,12,5,16,4.84,384.39,26002.04,7495.43,45.62337,TH_ZP26
12/20/2018,20,12,5,17,4.84,82.29,27215.03,8548,58.44552,TH_ZP26
12/20/2018,20,12,5,18,4.84,0,29292.44,9001,75.03326,TH_ZP26
12/20/2018,20,12,5,19,4.84,0,29300.65,8720,66.2044,TH_ZP26
12/20/2018,20,12,5,20,4.84,0,28825.24,8961,64.13689,TH_ZP26
12/20/2018,20,12,5,21,4.84,0,28126.08,8812.6,57.16006,TH_ZP26
12/20/2018,20,12,5,22,4.84,0,26855.14,8577.4,49,TH_ZP26
12/20/2018,20,12,5,23,4.84,0,24405.71,7954.8,44.43007,TH_ZP26
12/20/2018,20,12,5,24,4.84,0,22602.96,6907.4,38.91802,TH_ZP26
12/21/2018,21,12,6,1,5.27,0,21552.46,6820.02,36.83455,TH_ZP26
12/21/2018,21,12,6,2,5.27,0,20661.53,6637,36.01252,TH_ZP26
12/21/2018,21,12,6,3,5.27,0,20096.51,6436.25,35.18503,TH_ZP26
12/21/2018,21,12,6,4,5.27,0,19972.47,6749.58,36.98845,TH_ZP26
12/21/2018,21,12,6,5,5.27,0,20595.96,6733.2,38.26203,TH_ZP26
12/21/2018,21,12,6,6,5.27,0,22066.54,6777.6,41.65355,TH_ZP26
12/21/2018,21,12,6,7,5.27,0,24401.17,8332,45.87812,TH_ZP26
12/21/2018,21,12,6,8,5.27,45.49,25793.28,8524.86,49.71832,TH_ZP26
12/21/2018,21,12,6,9,5.27,234.8,26108.9,7999.95,47.65601,TH_ZP26
12/21/2018,21,12,6,10,5.27,491.55,25978.97,7623.21,43.16804,TH_ZP26
12/21/2018,21,12,6,11,5.27,710.22,25726.43,7076.03,38.92039,TH_ZP26
12/21/2018,21,12,6,12,5.27,816.29,25398.02,6941.87,36.55419,TH_ZP26
12/21/2018,21,12,6,13,5.27,870.81,25134.42,6407,34.74395,TH_ZP26
12/21/2018,21,12,6,14,5.27,929.9,25143.18,6616,35.48855,TH_ZP26
12/21/2018,21,12,6,15,5.27,845.6,25145.36,6897,36.5113,TH_ZP26
12/21/2018,21,12,6,16,5.27,494.27,25631.61,6934,39.23659,TH_ZP26
12/21/2018,21,12,6,17,5.27,112.13,26962.34,8167.93,47.67603,TH_ZP26
12/21/2018,21,12,6,18,5.27,0.87,29162.57,9003,56.75988,TH_ZP26
12/21/2018,21,12,6,19,5.27,0.43,29113.65,8526.72,55.91047,TH_ZP26
12/21/2018,21,12,6,20,5.27,0,28454.93,8391.15,50.49767,TH_ZP26
12/21/2018,21,12,6,21,5.27,0,27814.44,8160.8,48.27996,TH_ZP26
12/21/2018,21,12,6,22,5.27,0,26708.55,8059.6,44.03177,TH_ZP26
12/21/2018,21,12,6,23,5.27,0,24603.95,6949,43.64621,TH_ZP26
12/21/2018,21,12,6,24,5.27,0,22877.24,6348.6,39.15862,TH_ZP26
12/22/2018,22,12,7,1,4.8,0,21200.37,5869.2,34.65008,TH_ZP26
12/22/2018,22,12,7,2,4.8,0,20270.4,5632,34.52895,TH_ZP26
12/22/2018,22,12,7,3,4.8,0,19667.63,5741,34.78139,TH_ZP26
12/22/2018,22,12,7,4,4.8,0,19474.55,5703,34.66945,TH_ZP26
12/22/2018,22,12,7,5,4.8,0,19624.78,5627.98,35.07635,TH_ZP26
12/22/2018,22,12,7,6,4.8,0,20322.06,6011,37.67138,TH_ZP26
12/22/2018,22,12,7,7,4.8,0,21351.52,6729.4,40.97407,TH_ZP26
12/22/2018,22,12,7,8,4.8,38.15,21967.08,6630,40.64515,TH_ZP26
12/22/2018,22,12,7,9,4.8,197.7,22300.09,6494,36.54728,TH_ZP26
12/22/2018,22,12,7,10,4.8,399.18,22157.56,6127,34.83294,TH_ZP26
12/22/2018,22,12,7,11,4.8,563.83,21938.52,6076,32.91225,TH_ZP26
12/22/2018,22,12,7,12,4.8,637.8,21437.06,5799,30.71913,TH_ZP26
12/22/2018,22,12,7,13,4.8,647.37,21224.59,5535,28.02888,TH_ZP26
12/22/2018,22,12,7,14,4.8,657.85,21105.02,5847,30.27033,TH_ZP26
12/22/2018,22,12,7,15,4.8,581.42,21392.48,6230,31.91991,TH_ZP26
12/22/2018,22,12,7,16,4.8,336.19,22402.21,6786.4,40.3403,TH_ZP26
12/22/2018,22,12,7,17,4.8,77.69,24042.35,7958.8,46.71616,TH_ZP26
12/22/2018,22,12,7,18,4.8,0.47,26479.42,8896.6,58.06198,TH_ZP26
12/22/2018,22,12,7,19,4.8,0.13,26799.22,8997.2,59.96111,TH_ZP26
12/22/2018,22,12,7,20,4.8,0,26510.29,8635.48,53.10676,TH_ZP26
12/22/2018,22,12,7,21,4.8,0,25882.05,8469,48.54105,TH_ZP26
12/22/2018,22,12,7,22,4.8,0,24964.62,7861,46.61734,TH_ZP26
12/22/2018,22,12,7,23,4.8,0,23180.21,6657,45.68795,TH_ZP26
12/22/2018,22,12,7,24,4.8,0,21688.1,5764.6,38.29849,TH_ZP26
12/23/2018,23,12,1,1,4.8,0,20087.44,6095.2,38.78437,TH_ZP26
12/23/2018,23,12,1,2,4.8,0,19121.37,5927,38.63084,TH_ZP26
12/23/2018,23,12,1,3,4.8,0,18489.27,5843,37.35469,TH_ZP26
12/23/2018,23,12,1,4,4.8,0,18193.69,5742,35.91234,TH_ZP26
12/23/2018,23,12,1,5,4.8,0,18212.22,5649,35.62045,TH_ZP26
12/23/2018,23,12,1,6,4.8,0,18673.35,5971,38.09288,TH_ZP26
12/23/2018,23,12,1,7,4.8,0,19439.27,6172.4,41.90878,TH_ZP26
12/23/2018,23,12,1,8,4.8,62.78,19858.77,6003,40.20568,TH_ZP26
12/23/2018,23,12,1,9,4.8,302.5,20229.91,5994,36.61759,TH_ZP26
12/23/2018,23,12,1,10,4.8,589.17,20163.09,5391,33.27719,TH_ZP26
12/23/2018,23,12,1,11,4.8,777.89,19901.44,4682,28.1581,TH_ZP26
12/23/2018,23,12,1,12,4.8,860.11,19686.36,4656,25.47872,TH_ZP26
12/23/2018,23,12,1,13,4.8,889.91,19686.51,4546,23.31409,TH_ZP26
12/23/2018,23,12,1,14,4.8,873.34,19767.13,4827,25.33256,TH_ZP26
12/23/2018,23,12,1,15,4.8,743.48,20218.98,5274,31.09406,TH_ZP26
12/23/2018,23,12,1,16,4.8,428.32,21179.65,6403.4,37.49171,TH_ZP26
12/23/2018,23,12,1,17,4.8,100.02,23106.18,7637.8,46.03495,TH_ZP26
12/23/2018,23,12,1,18,4.8,0.6,25808.95,8461,53.13186,TH_ZP26
12/23/2018,23,12,1,19,4.8,0.29,26082.49,8609,52.93663,TH_ZP26
12/23/2018,23,12,1,20,4.8,0,25806.36,8204,47.1945,TH_ZP26
12/23/2018,23,12,1,21,4.8,0,25155.27,7769,46.47522,TH_ZP26
12/23/2018,23,12,1,22,4.8,0,23970.28,7110.8,45.27317,TH_ZP26
12/23/2018,23,12,1,23,4.8,0,22335.27,6845.4,37.45829,TH_ZP26
12/23/2018,23,12,1,24,4.8,0,20829.94,6252,36.39618,TH_ZP26
12/24/2018,24,12,2,1,4.8,0,20428.99,6286,36.04717,TH_ZP26
12/24/2018,24,12,2,2,4.8,0,19558.6,5941,35.67226,TH_ZP26
12/24/2018,24,12,2,3,4.8,0,19018.65,5806,34.86388,TH_ZP26
12/24/2018,24,12,2,4,4.8,0,18782.46,5902,33.80115,TH_ZP26
12/24/2018,24,12,2,5,4.8,0,19169.19,5929,35.43429,TH_ZP26
12/24/2018,24,12,2,6,4.8,0,20069.42,6627.57,37.87536,TH_ZP26
12/24/2018,24,12,2,7,4.8,0,21436.37,7843.97,43.41716,TH_ZP26
12/24/2018,24,12,2,8,4.8,72.98,22104.13,7605.57,40.81762,TH_ZP26
12/24/2018,24,12,2,9,4.8,373.22,22659.28,6977.32,35.4587,TH_ZP26
12/24/2018,24,12,2,10,4.8,703.68,22832.46,6322.96,31.15706,TH_ZP26
12/24/2018,24,12,2,11,4.8,873.21,22736,5919,27.46901,TH_ZP26
12/24/2018,24,12,2,12,4.8,972.21,22496.92,5700,24.24312,TH_ZP26
12/24/2018,24,12,2,13,4.8,1030.72,22278.95,5294,22.51857,TH_ZP26
12/24/2018,24,12,2,14,4.8,1038.08,22318.46,5426,22.97411,TH_ZP26
12/24/2018,24,12,2,15,4.8,917.65,22462.04,5743,27.1737,TH_ZP26
12/24/2018,24,12,2,16,4.8,539.82,23070.27,6734,35.9624,TH_ZP26
12/24/2018,24,12,2,17,4.8,124.53,24278.19,7432.4,41.87796,TH_ZP26
12/24/2018,24,12,2,18,4.8,0.91,26782.5,8302.6,53.05865,TH_ZP26
12/24/2018,24,12,2,19,4.8,0.41,26725.11,8277,49.34789,TH_ZP26
12/24/2018,24,12,2,20,4.8,0,26237.09,8183,46.74823,TH_ZP26
12/24/2018,24,12,2,21,4.8,0,25699.96,8196,47.29154,TH_ZP26
12/24/2018,24,12,2,22,4.8,0,24720.13,7650.25,44.72982,TH_ZP26
12/24/2018,24,12,2,23,4.8,0,23088.96,6414.6,41.31844,TH_ZP26
12/24/2018,24,12,2,24,4.8,0,21580.71,5642.2,37.00528,TH_ZP26
12/25/2018,25,12,3,1,4.8,0,20431.66,6156.28,36.83213,TH_ZP26
12/25/2018,25,12,3,2,4.8,0,19563.09,5855,35.90298,TH_ZP26
12/25/2018,25,12,3,3,4.8,0,19055.98,5698,35.04979,TH_ZP26
12/25/2018,25,12,3,4,4.8,0,18743.08,5704.16,34.3599,TH_ZP26
12/25/2018,25,12,3,5,4.8,0,18816.8,5798.39,35.0842,TH_ZP26
12/25/2018,25,12,3,6,4.8,0,19292.63,6035,36.60173,TH_ZP26
12/25/2018,25,12,3,7,4.8,0,20210.38,6271.4,42.18455,TH_ZP26
12/25/2018,25,12,3,8,4.8,52.77,20805.78,5906,37.15543,TH_ZP26
12/25/2018,25,12,3,9,4.8,268.74,21277.27,5533,32.74222,TH_ZP26
12/25/2018,25,12,3,10,4.8,507.91,21403.02,4809,28.62448,TH_ZP26
12/25/2018,25,12,3,11,4.8,656.26,21198.55,4519,24.41746,TH_ZP26
12/25/2018,25,12,3,12,4.8,732.09,20897.7,4273,21.41236,TH_ZP26
12/25/2018,25,12,3,13,4.8,738.32,20597.23,4017,18.7517,TH_ZP26
12/25/2018,25,12,3,14,4.8,710.34,20469.16,4178,19.11495,TH_ZP26
12/25/2018,25,12,3,15,4.8,621.92,20549.94,4288,22.77901,TH_ZP26
12/25/2018,25,12,3,16,4.8,381.73,21140.3,5458,33.26328,TH_ZP26
12/25/2018,25,12,3,17,4.8,99.18,22441.07,6298.4,38.3647,TH_ZP26
12/25/2018,25,12,3,18,4.8,0.31,24814.65,7794.8,47.12285,TH_ZP26
12/25/2018,25,12,3,19,4.8,0.16,25054.78,8169,47.14697,TH_ZP26
12/25/2018,25,12,3,20,4.8,0,24861.64,7240,44.91841,TH_ZP26
12/25/2018,25,12,3,21,4.8,0,24640.51,7011,44.75367,TH_ZP26
12/25/2018,25,12,3,22,4.8,0,23754.89,6691.8,41.725,TH_ZP26
12/25/2018,25,12,3,23,4.8,0,22345.73,6458.4,40.43733,TH_ZP26
12/25/2018,25,12,3,24,4.8,0,21011.06,6460.77,37.9174,TH_ZP26
12/26/2018,26,12,4,1,4.8,0,20308.02,6315.47,36.82839,TH_ZP26
12/26/2018,26,12,4,2,4.8,0,19421.86,5941,35.09643,TH_ZP26
12/26/2018,26,12,4,3,4.8,0,19116.45,5834.63,35.08784,TH_ZP26
12/26/2018,26,12,4,4,4.8,0,19060.23,5952.43,36.87815,TH_ZP26
12/26/2018,26,12,4,5,4.8,0,19739.32,6106.4,39.8965,TH_ZP26
12/26/2018,26,12,4,6,4.8,0,21162.66,6700.8,43.72771,TH_ZP26
12/26/2018,26,12,4,7,4.8,0,23426.24,8511,46.9682,TH_ZP26
12/26/2018,26,12,4,8,4.8,90.14,24676.44,8427.8,46.83338,TH_ZP26
12/26/2018,26,12,4,9,4.8,438.99,24865.2,6586.4,37.50314,TH_ZP26
12/26/2018,26,12,4,10,4.8,801.12,24486.83,6161,34.29981,TH_ZP26
12/26/2018,26,12,4,11,4.8,986.94,24021.45,6142,31.88987,TH_ZP26
12/26/2018,26,12,4,12,4.8,1070.67,23637.14,5808,30.39778,TH_ZP26
12/26/2018,26,12,4,13,4.8,1093.65,23234.31,5263.26,26.42438,TH_ZP26
12/26/2018,26,12,4,14,4.8,1080.19,23146.28,5283,26.00273,TH_ZP26
12/26/2018,26,12,4,15,4.8,962.12,23350.78,5807,29.9435,TH_ZP26
12/26/2018,26,12,4,16,4.8,586.5,24087.55,6289,36.80298,TH_ZP26
12/26/2018,26,12,4,17,4.8,144.55,25466.53,7380.4,43.82719,TH_ZP26
12/26/2018,26,12,4,18,4.8,0.55,28286.79,8939.8,52.01418,TH_ZP26
12/26/2018,26,12,4,19,4.8,0.4,28622.59,9039.6,54.73101,TH_ZP26
12/26/2018,26,12,4,20,4.8,0,28210.71,8724,47.46692,TH_ZP26
12/26/2018,26,12,4,21,4.8,0,27508.94,8834,45.88241,TH_ZP26
12/26/2018,26,12,4,22,4.8,0,26323.14,8331,45.37058,TH_ZP26
12/26/2018,26,12,4,23,4.8,0,24077.84,7296.07,43.67984,TH_ZP26
12/26/2018,26,12,4,24,4.8,0,22340.42,6575.67,37.1791,TH_ZP26
12/27/2018,27,12,5,1,4.76,0,20845.3,5787.27,38.08527,TH_ZP26
12/27/2018,27,12,5,2,4.76,0,20050.71,5433,35.71582,TH_ZP26
12/27/2018,27,12,5,3,4.76,0,19756.35,5392,35.81228,TH_ZP26
12/27/2018,27,12,5,4,4.76,0,19752.11,5367,35.97219,TH_ZP26
12/27/2018,27,12,5,5,4.76,0,20406.74,5481.4,39.72952,TH_ZP26
12/27/2018,27,12,5,6,4.76,0,21694,6331.8,44.07841,TH_ZP26
12/27/2018,27,12,5,7,4.76,0,23653.91,7248,44.96379,TH_ZP26
12/27/2018,27,12,5,8,4.76,85.46,24824.4,7016.8,44.71284,TH_ZP26
12/27/2018,27,12,5,9,4.76,427.06,25052.83,5987.4,39.63765,TH_ZP26
12/27/2018,27,12,5,10,4.76,773.73,24672.45,5700,32,TH_ZP26
12/27/2018,27,12,5,11,4.76,932.09,24297.72,5047,28.3905,TH_ZP26
12/27/2018,27,12,5,12,4.76,1003.31,23853.03,4706,24.73957,TH_ZP26
12/27/2018,27,12,5,13,4.76,1024.18,23687.62,4627,22,TH_ZP26
12/27/2018,27,12,5,14,4.76,1009.81,23750.48,4542,20.68115,TH_ZP26
12/27/2018,27,12,5,15,4.76,889.3,23648.08,4722,24.12378,TH_ZP26
12/27/2018,27,12,5,16,4.76,536.88,24327.14,5875.74,36.85382,TH_ZP26
12/27/2018,27,12,5,17,4.76,132.95,25757.76,7049.8,44.01302,TH_ZP26
12/27/2018,27,12,5,18,4.76,0.66,28263.98,9040,55.20111,TH_ZP26
12/27/2018,27,12,5,19,4.76,0.37,28685.92,8644.6,58.11389,TH_ZP26
12/27/2018,27,12,5,20,4.76,0,28365.71,8775.45,50.91028,TH_ZP26
12/27/2018,27,12,5,21,4.76,0,27787.06,8715.62,51.17076,TH_ZP26
12/27/2018,27,12,5,22,4.76,0,26640.3,8405,46.88189,TH_ZP26
12/27/2018,27,12,5,23,4.76,0,24483.3,7501,45.34654,TH_ZP26
12/27/2018,27,12,5,24,4.76,0,22735.91,6609,44.05306,TH_ZP26
12/28/2018,28,12,6,1,4.65,0,21927.85,6032.6,41.06762,TH_ZP26
12/28/2018,28,12,6,2,4.65,0,20979.32,5725.2,38.15874,TH_ZP26
12/28/2018,28,12,6,3,4.65,0,20540.81,5697,37.47552,TH_ZP26
12/28/2018,28,12,6,4,4.65,0,20463.56,5725.2,37.69821,TH_ZP26
12/28/2018,28,12,6,5,4.65,0,21178.9,6010.6,41.89993,TH_ZP26
12/28/2018,28,12,6,6,4.65,0,22440.19,7091,43.36638,TH_ZP26
12/28/2018,28,12,6,7,4.65,0,24492.33,8862,47.87607,TH_ZP26
12/28/2018,28,12,6,8,4.65,97.01,25579.89,8629.8,47.3598,TH_ZP26
12/28/2018,28,12,6,9,4.65,469.75,25712.47,6588.4,39.96251,TH_ZP26
12/28/2018,28,12,6,10,4.65,856.13,25278.88,5856,32.50666,TH_ZP26
12/28/2018,28,12,6,11,4.65,1040.23,24821.39,5784,30.50693,TH_ZP26
12/28/2018,28,12,6,12,4.65,1106.53,24140.43,5307,25.61331,TH_ZP26
12/28/2018,28,12,6,13,4.65,1129.78,23964.84,5211,22.02946,TH_ZP26
12/28/2018,28,12,6,14,4.65,1129.22,23911.84,5248,22.02585,TH_ZP26
12/28/2018,28,12,6,15,4.65,1004.94,23848.94,5342,28.26156,TH_ZP26
12/28/2018,28,12,6,16,4.65,610.76,24580.09,6485,40.03745,TH_ZP26
12/28/2018,28,12,6,17,4.65,152.66,26124.29,8430.4,48.28369,TH_ZP26
12/28/2018,28,12,6,18,4.65,0.5,28849.53,9341.14,75.57172,TH_ZP26
12/28/2018,28,12,6,19,4.65,0.38,28991.6,9006.14,66.52439,TH_ZP26
12/28/2018,28,12,6,20,4.65,0,28507.45,9105.8,53.58672,TH_ZP26
12/28/2018,28,12,6,21,4.65,0,27842.57,8867,50.06834,TH_ZP26
12/28/2018,28,12,6,22,4.65,0,26834.27,8721,48.48955,TH_ZP26
12/28/2018,28,12,6,23,4.65,0,24808.06,8218,46.23845,TH_ZP26
12/28/2018,28,12,6,24,4.65,0,23082.93,7576,44.11904,TH_ZP26
12/29/2018,29,12,7,1,4.57,0,21711.63,6421,41.39951,TH_ZP26
12/29/2018,29,12,7,2,4.57,0,20920.45,6289,40.55692,TH_ZP26
12/29/2018,29,12,7,3,4.57,0,20432.86,6219.6,40.29826,TH_ZP26
12/29/2018,29,12,7,4,4.57,0,20226.92,6141.2,39.32858,TH_ZP26
12/29/2018,29,12,7,5,4.57,0,20530.95,6247.6,40.76019,TH_ZP26
12/29/2018,29,12,7,6,4.57,0.03,21292.56,6993,42.79625,TH_ZP26
